congress,measure_type,measure_number,measure_id,origin_chamber,current_chamber,orig_publish_date,update_date,title,action_date,action_desc,summary_text,topic_tags,text_chunk
119,House Bill,123,id119hr123,HOUSE,HOUSE,1/3/2025,2/3/2025,Improving Science in Chemical Assessments Act,1/3/2025,Introduced in House,"<p><b>Improving Science in Chemical Assessments Act</b></p> <p>This bill modifies procedures related to specified chemical assessments performed by the Environmental Protection Agency (EPA). Specifically, chemical hazard identification and dose response assessments must be performed by the appropriate EPA program office (they are currently performed by the Integrated Risk Information System program).</p> <p>Additionally, the bill requires the EPA to establish a steering committee to ensure there is no duplication of effort by relevant program offices in conducting covered assessments.</p>","['Environmental Protection', 'Agriculture and Food', 'Congress']","<p><b>Improving Science in Chemical Assessments Act</b></p> <p>This bill modifies procedures related to specified chemical assessments performed by the Environmental Protection Agency (EPA). Specifically, chemical hazard identification and dose response assessments must be performed by the appropriate EPA program office (they are currently performed by the Integrated Risk Information System program).</p> <p>Additionally, the bill requires the EPA to establish a steering committee to ensure there"
119,House Bill,123,id119hr123,HOUSE,HOUSE,1/3/2025,2/3/2025,Improving Science in Chemical Assessments Act,1/3/2025,Introduced in House,"<p><b>Improving Science in Chemical Assessments Act</b></p> <p>This bill modifies procedures related to specified chemical assessments performed by the Environmental Protection Agency (EPA). Specifically, chemical hazard identification and dose response assessments must be performed by the appropriate EPA program office (they are currently performed by the Integrated Risk Information System program).</p> <p>Additionally, the bill requires the EPA to establish a steering committee to ensure there is no duplication of effort by relevant program offices in conducting covered assessments.</p>","['Environmental Protection', 'Agriculture and Food', 'Congress']",to establish a steering committee to ensure there is no duplication of effort by relevant program offices in conducting covered assessments.</p>
119,House Bill,1230,id119hr1230,HOUSE,HOUSE,2/12/2025,3/21/2025,AG VETS Act,2/12/2025,Introduced in House,"<p><strong>Agriculture Grants for Veterans Education and Training Services Act or the AG VETS Act</strong></p><p>This bill directs the Department of Agriculture to provide competitive grants to eligible entities for the purpose of establishing and enhancing farming and ranching opportunities for veterans through education and training services.</p><p>Entities eligible for the grants include cooperative extension services, land-grant colleges and universities, non-land-grant colleges of agriculture, state departments of agriculture, and nonprofit organizations.</p>","['Agriculture and Food', 'Labor and Employment', 'Social Sciences and History']","<p><strong>Agriculture Grants for Veterans Education and Training Services Act or the AG VETS Act</strong></p><p>This bill directs the Department of Agriculture to provide competitive grants to eligible entities for the purpose of establishing and enhancing farming and ranching opportunities for veterans through education and training services.</p><p>Entities eligible for the grants include cooperative extension services, land-grant colleges and universities, non-land-grant colleges of"
119,House Bill,1230,id119hr1230,HOUSE,HOUSE,2/12/2025,3/21/2025,AG VETS Act,2/12/2025,Introduced in House,"<p><strong>Agriculture Grants for Veterans Education and Training Services Act or the AG VETS Act</strong></p><p>This bill directs the Department of Agriculture to provide competitive grants to eligible entities for the purpose of establishing and enhancing farming and ranching opportunities for veterans through education and training services.</p><p>Entities eligible for the grants include cooperative extension services, land-grant colleges and universities, non-land-grant colleges of agriculture, state departments of agriculture, and nonprofit organizations.</p>","['Agriculture and Food', 'Labor and Employment', 'Social Sciences and History']","and universities, non-land-grant colleges of agriculture, state departments of agriculture, and nonprofit organizations.</p>"
119,House Bill,1234,id119hr1234,HOUSE,HOUSE,2/12/2025,3/26/2025,"To direct the Librarian of Congress to promote the more cost-effective, efficient, and expanded availability of the Annotated Constitution and pocket-part supplements by replacing the hardbound versions with digital versions.",2/12/2025,Introduced in House,<p>This bill replaces the requirement for the Library of Congress to prepare hardbound versions of the Constitution Annotated and supplements with a requirement for the Library to instead prepare digital versions and publish them online.</p><p>The new requirement applies to the supplement after the Supreme Court term beginning October 2025 and all subsequent editions.</p>,"['Congress', 'Government Operations and Politics', 'Arts, Culture, Religion']",<p>This bill replaces the requirement for the Library of Congress to prepare hardbound versions of the Constitution Annotated and supplements with a requirement for the Library to instead prepare digital versions and publish them online.</p><p>The new requirement applies to the supplement after the Supreme Court term beginning October 2025 and all subsequent editions.</p>
119,House Bill,124,id119hr124,HOUSE,HOUSE,1/3/2025,3/18/2025,Byron Nash Renal Medullary Carcinoma Awareness Act of 2023,1/3/2025,Introduced in House,<p><strong>Byron Nash Renal Medullary Carcinoma Awareness Act of </strong><strong>2023&nbsp;[<em>sic</em>]</strong></p><p>This bill allows states to receive federal payment under Medicaid for 50% of their costs for providing education on the risk of renal medullary carcinoma to individuals with sickle cell disease. (Renal medullary carcinoma is a rare kidney disease usually found in individuals with the sickle cell trait.)</p>,"['Health', 'Congress', 'Taxation']",<p><strong>Byron Nash Renal Medullary Carcinoma Awareness Act of </strong><strong>2023&nbsp;[<em>sic</em>]</strong></p><p>This bill allows states to receive federal payment under Medicaid for 50% of their costs for providing education on the risk of renal medullary carcinoma to individuals with sickle cell disease. (Renal medullary carcinoma is a rare kidney disease usually found in individuals with the sickle cell trait.)</p>
119,House Bill,1248,id119hr1248,HOUSE,HOUSE,2/12/2025,3/24/2025,Ensuring Continuity in Veterans Health Act,2/12/2025,Introduced in House,<p><strong>Ensuring Continuity in Veterans Health Act</strong></p><p>This bill requires the consideration of continuity of care when determining whether care through the Veterans Community Care Program is in the best medical interest of a veteran.</p>,"['Commemorations', 'Transportation and Public Works', 'Health']",<p><strong>Ensuring Continuity in Veterans Health Act</strong></p><p>This bill requires the consideration of continuity of care when determining whether care through the Veterans Community Care Program is in the best medical interest of a veteran.</p>
119,House Bill,125,id119hr125,HOUSE,HOUSE,1/3/2025,2/11/2025,Limiting Emergency Powers Act of 2025,1/3/2025,Introduced in House,<p><strong>Limiting Emergency Powers Act of 2025</strong></p><p>This bill terminates&nbsp;any national emergency declared by the President 30 days after the declaration unless a joint resolution affirming the declaration is enacted. All national emergency declarations expire after two years&nbsp;unless the President requests a renewal and a joint resolution affirming the renewal is enacted.</p>,"['Energy', 'Emergency Management', 'Economics and Public Finance']",<p><strong>Limiting Emergency Powers Act of 2025</strong></p><p>This bill terminates&nbsp;any national emergency declared by the President 30 days after the declaration unless a joint resolution affirming the declaration is enacted. All national emergency declarations expire after two years&nbsp;unless the President requests a renewal and a joint resolution affirming the renewal is enacted.</p>
119,House Bill,126,id119hr126,HOUSE,HOUSE,1/3/2025,2/3/2025,Original Students Voicing Opinions in Today’s Elections (VOTE) Act,1/3/2025,Introduced in House,"<p><strong>Original Students Voicing Opinions in Today's Elections (VOTE) Act</strong></p><p>This bill directs the Election Assistance Commission to carry out a pilot program providing funds, during FY2025, to local educational agencies (LEAs) for initiatives that provide 12th graders with voter registration information.</p><p>LEAs must consult with their state and local election officials in developing the initiatives.</p>","['Education', 'Labor and Employment', 'Commemorations']","<p><strong>Original Students Voicing Opinions in Today's Elections (VOTE) Act</strong></p><p>This bill directs the Election Assistance Commission to carry out a pilot program providing funds, during FY2025, to local educational agencies (LEAs) for initiatives that provide 12th graders with voter registration information.</p><p>LEAs must consult with their state and local election officials in developing the initiatives.</p>"
119,House Bill,1267,id119hr1267,HOUSE,HOUSE,2/12/2025,3/19/2025,Water Systems PFAS Liability Protection Act,2/12/2025,Introduced in House,"<p><b>Water Systems PFAS Liability Protection Act</b></p> <p>This bill exempts specified water management entities from liability under the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 (CERCLA) for releases of certain perfluoroalkyl or polyfluoroalkyl substances, commonly referred to as PFAS. Specifically, the entities covered under the bill are public water systems, publicly or privately owned or operated treatment works, municipalities with a stormwater discharge permit, political subdivisions or special districts of a state that act as a wholesale water agency, and contractors performing the management or disposal activities for such entities.</p> <p>Under the bill, the exemption only applies if a specified entity transports, treats, disposes of, or arranges for the transport, treatment or disposal of PFAS consistent with applicable laws and during and following the conveyance or treatment of water under federal or state law, such as through the management or disposal of biosolids consistent with the Federal Water Pollution Control Act.</p> <p>Liability for damages or costs associated with the release of certain PFAS must not be precluded if an entity acted with gross negligence or willful misconduct.</p>","['Environmental Protection', 'Water Resources Development', 'Energy']","<p><b>Water Systems PFAS Liability Protection Act</b></p> <p>This bill exempts specified water management entities from liability under the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 (CERCLA) for releases of certain perfluoroalkyl or polyfluoroalkyl substances, commonly referred to as PFAS. Specifically, the entities covered under the bill are public water systems, publicly or privately owned or operated treatment works, municipalities with a stormwater"
119,House Bill,1267,id119hr1267,HOUSE,HOUSE,2/12/2025,3/19/2025,Water Systems PFAS Liability Protection Act,2/12/2025,Introduced in House,"<p><b>Water Systems PFAS Liability Protection Act</b></p> <p>This bill exempts specified water management entities from liability under the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 (CERCLA) for releases of certain perfluoroalkyl or polyfluoroalkyl substances, commonly referred to as PFAS. Specifically, the entities covered under the bill are public water systems, publicly or privately owned or operated treatment works, municipalities with a stormwater discharge permit, political subdivisions or special districts of a state that act as a wholesale water agency, and contractors performing the management or disposal activities for such entities.</p> <p>Under the bill, the exemption only applies if a specified entity transports, treats, disposes of, or arranges for the transport, treatment or disposal of PFAS consistent with applicable laws and during and following the conveyance or treatment of water under federal or state law, such as through the management or disposal of biosolids consistent with the Federal Water Pollution Control Act.</p> <p>Liability for damages or costs associated with the release of certain PFAS must not be precluded if an entity acted with gross negligence or willful misconduct.</p>","['Environmental Protection', 'Water Resources Development', 'Energy']","treatment works, municipalities with a stormwater discharge permit, political subdivisions or special districts of a state that act as a wholesale water agency, and contractors performing the management or disposal activities for such entities.</p> <p>Under the bill, the exemption only applies if a specified entity transports, treats, disposes of, or arranges for the transport, treatment or disposal of PFAS consistent with applicable laws and during and following the conveyance or treatment of"
119,House Bill,1267,id119hr1267,HOUSE,HOUSE,2/12/2025,3/19/2025,Water Systems PFAS Liability Protection Act,2/12/2025,Introduced in House,"<p><b>Water Systems PFAS Liability Protection Act</b></p> <p>This bill exempts specified water management entities from liability under the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 (CERCLA) for releases of certain perfluoroalkyl or polyfluoroalkyl substances, commonly referred to as PFAS. Specifically, the entities covered under the bill are public water systems, publicly or privately owned or operated treatment works, municipalities with a stormwater discharge permit, political subdivisions or special districts of a state that act as a wholesale water agency, and contractors performing the management or disposal activities for such entities.</p> <p>Under the bill, the exemption only applies if a specified entity transports, treats, disposes of, or arranges for the transport, treatment or disposal of PFAS consistent with applicable laws and during and following the conveyance or treatment of water under federal or state law, such as through the management or disposal of biosolids consistent with the Federal Water Pollution Control Act.</p> <p>Liability for damages or costs associated with the release of certain PFAS must not be precluded if an entity acted with gross negligence or willful misconduct.</p>","['Environmental Protection', 'Water Resources Development', 'Energy']","and following the conveyance or treatment of water under federal or state law, such as through the management or disposal of biosolids consistent with the Federal Water Pollution Control Act.</p> <p>Liability for damages or costs associated with the release of certain PFAS must not be precluded if an entity acted with gross negligence or willful misconduct.</p>"
119,House Bill,127,id119hr127,HOUSE,HOUSE,1/3/2025,2/24/2025,Protection from Obamacare Mandates and Congressional Equity Act,1/3/2025,Introduced in House,"<p><b>Protection from Obamacare Mandates and Congressional Equity Act</b></p> <p>This bill alters provisions relating to the requirement to maintain minimum essential health care coverage (i.e., the individual mandate), as well as provisions relating to health care coverage for certain executive branch and congressional employees. </p> <p>Specifically, the bill exempts individuals from the requirement to maintain minimum essential health care coverage if they reside in a county where fewer than two health insurers offer insurance on the health insurance exchange. Under current law, there is no penalty for failing to maintain minimum essential health care coverage.</p> <p>The bill also requires certain executive branch and congressional employees to participate in health insurance exchanges. Under current law, Members of Congress and their designated staff are required to obtain coverage through health insurance exchanges, rather than the Federal Employee Health Benefits (FEHB) Program. Current regulations authorize government contributions toward such coverage and require Members of Congress to designate which members of their staff are required to obtain coverage through an exchange. </p><p>The bill requires all congressional staff, including employees of congressional committees and leadership offices, to obtain coverage through an exchange. The bill also prohibits Members of Congress from having the discretion to determine which of their employees are eligible to enroll through an exchange. Further, the President, Vice President, and executive branch political appointees must also obtain coverage through exchanges, rather than FEHB. The government is prohibited from contributing to or subsidizing the health insurance coverage of the officials and employees subject to this requirement, including Members of Congress and their staff.</p>","['Congress', 'Health', 'Agriculture and Food']","<p><b>Protection from Obamacare Mandates and Congressional Equity Act</b></p> <p>This bill alters provisions relating to the requirement to maintain minimum essential health care coverage (i.e., the individual mandate), as well as provisions relating to health care coverage for certain executive branch and congressional employees. </p> <p>Specifically, the bill exempts individuals from the requirement to maintain minimum essential health care coverage if they reside in a county where fewer than"
119,House Bill,127,id119hr127,HOUSE,HOUSE,1/3/2025,2/24/2025,Protection from Obamacare Mandates and Congressional Equity Act,1/3/2025,Introduced in House,"<p><b>Protection from Obamacare Mandates and Congressional Equity Act</b></p> <p>This bill alters provisions relating to the requirement to maintain minimum essential health care coverage (i.e., the individual mandate), as well as provisions relating to health care coverage for certain executive branch and congressional employees. </p> <p>Specifically, the bill exempts individuals from the requirement to maintain minimum essential health care coverage if they reside in a county where fewer than two health insurers offer insurance on the health insurance exchange. Under current law, there is no penalty for failing to maintain minimum essential health care coverage.</p> <p>The bill also requires certain executive branch and congressional employees to participate in health insurance exchanges. Under current law, Members of Congress and their designated staff are required to obtain coverage through health insurance exchanges, rather than the Federal Employee Health Benefits (FEHB) Program. Current regulations authorize government contributions toward such coverage and require Members of Congress to designate which members of their staff are required to obtain coverage through an exchange. </p><p>The bill requires all congressional staff, including employees of congressional committees and leadership offices, to obtain coverage through an exchange. The bill also prohibits Members of Congress from having the discretion to determine which of their employees are eligible to enroll through an exchange. Further, the President, Vice President, and executive branch political appointees must also obtain coverage through exchanges, rather than FEHB. The government is prohibited from contributing to or subsidizing the health insurance coverage of the officials and employees subject to this requirement, including Members of Congress and their staff.</p>","['Congress', 'Health', 'Agriculture and Food']","if they reside in a county where fewer than two health insurers offer insurance on the health insurance exchange. Under current law, there is no penalty for failing to maintain minimum essential health care coverage.</p> <p>The bill also requires certain executive branch and congressional employees to participate in health insurance exchanges. Under current law, Members of Congress and their designated staff are required to obtain coverage through health insurance exchanges, rather than the"
119,House Bill,127,id119hr127,HOUSE,HOUSE,1/3/2025,2/24/2025,Protection from Obamacare Mandates and Congressional Equity Act,1/3/2025,Introduced in House,"<p><b>Protection from Obamacare Mandates and Congressional Equity Act</b></p> <p>This bill alters provisions relating to the requirement to maintain minimum essential health care coverage (i.e., the individual mandate), as well as provisions relating to health care coverage for certain executive branch and congressional employees. </p> <p>Specifically, the bill exempts individuals from the requirement to maintain minimum essential health care coverage if they reside in a county where fewer than two health insurers offer insurance on the health insurance exchange. Under current law, there is no penalty for failing to maintain minimum essential health care coverage.</p> <p>The bill also requires certain executive branch and congressional employees to participate in health insurance exchanges. Under current law, Members of Congress and their designated staff are required to obtain coverage through health insurance exchanges, rather than the Federal Employee Health Benefits (FEHB) Program. Current regulations authorize government contributions toward such coverage and require Members of Congress to designate which members of their staff are required to obtain coverage through an exchange. </p><p>The bill requires all congressional staff, including employees of congressional committees and leadership offices, to obtain coverage through an exchange. The bill also prohibits Members of Congress from having the discretion to determine which of their employees are eligible to enroll through an exchange. Further, the President, Vice President, and executive branch political appointees must also obtain coverage through exchanges, rather than FEHB. The government is prohibited from contributing to or subsidizing the health insurance coverage of the officials and employees subject to this requirement, including Members of Congress and their staff.</p>","['Congress', 'Health', 'Agriculture and Food']","health insurance exchanges, rather than the Federal Employee Health Benefits (FEHB) Program. Current regulations authorize government contributions toward such coverage and require Members of Congress to designate which members of their staff are required to obtain coverage through an exchange. </p><p>The bill requires all congressional staff, including employees of congressional committees and leadership offices, to obtain coverage through an exchange. The bill also prohibits Members of"
119,House Bill,127,id119hr127,HOUSE,HOUSE,1/3/2025,2/24/2025,Protection from Obamacare Mandates and Congressional Equity Act,1/3/2025,Introduced in House,"<p><b>Protection from Obamacare Mandates and Congressional Equity Act</b></p> <p>This bill alters provisions relating to the requirement to maintain minimum essential health care coverage (i.e., the individual mandate), as well as provisions relating to health care coverage for certain executive branch and congressional employees. </p> <p>Specifically, the bill exempts individuals from the requirement to maintain minimum essential health care coverage if they reside in a county where fewer than two health insurers offer insurance on the health insurance exchange. Under current law, there is no penalty for failing to maintain minimum essential health care coverage.</p> <p>The bill also requires certain executive branch and congressional employees to participate in health insurance exchanges. Under current law, Members of Congress and their designated staff are required to obtain coverage through health insurance exchanges, rather than the Federal Employee Health Benefits (FEHB) Program. Current regulations authorize government contributions toward such coverage and require Members of Congress to designate which members of their staff are required to obtain coverage through an exchange. </p><p>The bill requires all congressional staff, including employees of congressional committees and leadership offices, to obtain coverage through an exchange. The bill also prohibits Members of Congress from having the discretion to determine which of their employees are eligible to enroll through an exchange. Further, the President, Vice President, and executive branch political appointees must also obtain coverage through exchanges, rather than FEHB. The government is prohibited from contributing to or subsidizing the health insurance coverage of the officials and employees subject to this requirement, including Members of Congress and their staff.</p>","['Congress', 'Health', 'Agriculture and Food']","an exchange. The bill also prohibits Members of Congress from having the discretion to determine which of their employees are eligible to enroll through an exchange. Further, the President, Vice President, and executive branch political appointees must also obtain coverage through exchanges, rather than FEHB. The government is prohibited from contributing to or subsidizing the health insurance coverage of the officials and employees subject to this requirement, including Members of Congress and"
119,House Bill,127,id119hr127,HOUSE,HOUSE,1/3/2025,2/24/2025,Protection from Obamacare Mandates and Congressional Equity Act,1/3/2025,Introduced in House,"<p><b>Protection from Obamacare Mandates and Congressional Equity Act</b></p> <p>This bill alters provisions relating to the requirement to maintain minimum essential health care coverage (i.e., the individual mandate), as well as provisions relating to health care coverage for certain executive branch and congressional employees. </p> <p>Specifically, the bill exempts individuals from the requirement to maintain minimum essential health care coverage if they reside in a county where fewer than two health insurers offer insurance on the health insurance exchange. Under current law, there is no penalty for failing to maintain minimum essential health care coverage.</p> <p>The bill also requires certain executive branch and congressional employees to participate in health insurance exchanges. Under current law, Members of Congress and their designated staff are required to obtain coverage through health insurance exchanges, rather than the Federal Employee Health Benefits (FEHB) Program. Current regulations authorize government contributions toward such coverage and require Members of Congress to designate which members of their staff are required to obtain coverage through an exchange. </p><p>The bill requires all congressional staff, including employees of congressional committees and leadership offices, to obtain coverage through an exchange. The bill also prohibits Members of Congress from having the discretion to determine which of their employees are eligible to enroll through an exchange. Further, the President, Vice President, and executive branch political appointees must also obtain coverage through exchanges, rather than FEHB. The government is prohibited from contributing to or subsidizing the health insurance coverage of the officials and employees subject to this requirement, including Members of Congress and their staff.</p>","['Congress', 'Health', 'Agriculture and Food']","requirement, including Members of Congress and their staff.</p>"
119,House Bill,1275,id119hr1275,HOUSE,HOUSE,2/12/2025,3/28/2025,Focus on Learning Act,2/12/2025,Introduced in House,"<p><strong>Focus on Learning Act</strong></p><p>This bill requires certain federal actions to address the use of mobile devices in elementary and secondary schools.</p><p>First, the bill directs the Office of the Surgeon General, in consultation with the Department of Health and Human Services (HHS), to study and report on the use of mobile devices in elementary and secondary schools nationwide. Among other elements, this study must include the impact of mobile device use on student learning and academic achievement, student educational outcomes, and student mental health.</p><p>Second, the Department of Education, in consultation with HHS, must establish a pilot program to award grants to local educational agencies (LEAs) to enable participating schools served by such LEAs to purchase secure containers and install lockers in order to create a school environment free of mobile devices.</p>","['Education', 'Science, Technology, Communications', 'Arts, Culture, Religion']","<p><strong>Focus on Learning Act</strong></p><p>This bill requires certain federal actions to address the use of mobile devices in elementary and secondary schools.</p><p>First, the bill directs the Office of the Surgeon General, in consultation with the Department of Health and Human Services (HHS), to study and report on the use of mobile devices in elementary and secondary schools nationwide. Among other elements, this study must include the impact of mobile device use on student learning and"
119,House Bill,1275,id119hr1275,HOUSE,HOUSE,2/12/2025,3/28/2025,Focus on Learning Act,2/12/2025,Introduced in House,"<p><strong>Focus on Learning Act</strong></p><p>This bill requires certain federal actions to address the use of mobile devices in elementary and secondary schools.</p><p>First, the bill directs the Office of the Surgeon General, in consultation with the Department of Health and Human Services (HHS), to study and report on the use of mobile devices in elementary and secondary schools nationwide. Among other elements, this study must include the impact of mobile device use on student learning and academic achievement, student educational outcomes, and student mental health.</p><p>Second, the Department of Education, in consultation with HHS, must establish a pilot program to award grants to local educational agencies (LEAs) to enable participating schools served by such LEAs to purchase secure containers and install lockers in order to create a school environment free of mobile devices.</p>","['Education', 'Science, Technology, Communications', 'Arts, Culture, Religion']","of mobile device use on student learning and academic achievement, student educational outcomes, and student mental health.</p><p>Second, the Department of Education, in consultation with HHS, must establish a pilot program to award grants to local educational agencies (LEAs) to enable participating schools served by such LEAs to purchase secure containers and install lockers in order to create a school environment free of mobile devices.</p>"
119,House Bill,128,id119hr128,HOUSE,HOUSE,1/3/2025,3/6/2025,Fentanyl is a WMD Act,1/3/2025,Introduced in House,<p><strong>Fentanyl is a WMD Act</strong></p><p>This bill requires the Countering Weapons of Mass Destruction Office of the Department of Homeland Security to treat illicit fentanyl as a weapon of mass destruction.</p>,"['Crime and Law Enforcement', 'Emergency Management', 'Transportation and Public Works']",<p><strong>Fentanyl is a WMD Act</strong></p><p>This bill requires the Countering Weapons of Mass Destruction Office of the Department of Homeland Security to treat illicit fentanyl as a weapon of mass destruction.</p>
119,House Bill,1286,id119hr1286,HOUSE,HOUSE,2/13/2025,3/21/2025,Simplifying Forms for Veterans Claims Act,2/13/2025,Introduced in House,<p><strong>Simplifying Forms for Veterans Claims Act</strong></p><p>This bill requires the Department of Veterans Affairs (VA) to seek to enter an agreement with a federally funded research and development center to assess the forms that the VA sends to claimants. The center must submit a written assessment to the VA that includes recommendations on how the VA may make the forms clearer and more organized.</p><p>The VA must implement certain recommendations in the assessment within two years after the assessment is received.</p>,"['Commemorations', 'Crime and Law Enforcement', 'Veterans and National Security']",<p><strong>Simplifying Forms for Veterans Claims Act</strong></p><p>This bill requires the Department of Veterans Affairs (VA) to seek to enter an agreement with a federally funded research and development center to assess the forms that the VA sends to claimants. The center must submit a written assessment to the VA that includes recommendations on how the VA may make the forms clearer and more organized.</p><p>The VA must implement certain recommendations in the assessment within two years
119,House Bill,1286,id119hr1286,HOUSE,HOUSE,2/13/2025,3/21/2025,Simplifying Forms for Veterans Claims Act,2/13/2025,Introduced in House,<p><strong>Simplifying Forms for Veterans Claims Act</strong></p><p>This bill requires the Department of Veterans Affairs (VA) to seek to enter an agreement with a federally funded research and development center to assess the forms that the VA sends to claimants. The center must submit a written assessment to the VA that includes recommendations on how the VA may make the forms clearer and more organized.</p><p>The VA must implement certain recommendations in the assessment within two years after the assessment is received.</p>,"['Commemorations', 'Crime and Law Enforcement', 'Veterans and National Security']",in the assessment within two years after the assessment is received.</p>
119,House Bill,129,id119hr129,HOUSE,HOUSE,1/3/2025,2/3/2025,Abolish the ATF Act,1/3/2025,Introduced in House,"<p><b>Abolish the ATF Act</b></p> <p>This bill abolishes the Bureau of Alcohol, Tobacco, Firearms and Explosives. </p>","['Crime and Law Enforcement', 'Health', 'Commemorations']","<p><b>Abolish the ATF Act</b></p> <p>This bill abolishes the Bureau of Alcohol, Tobacco, Firearms and Explosives. </p>"
119,House Bill,1290,id119hr1290,HOUSE,HOUSE,2/13/2025,3/26/2025,Veterans Mental Health Crisis Referral Enhancement Act of 2025,2/13/2025,Introduced in House,"<p><strong>Veterans Mental Health Crisis Referral Enhancement Act of 2025</strong></p><p>This bill requires the Department of Veterans Affairs (VA) to implement a three-year pilot program under which Vet Centers and VA medical facilities provide veterans who are experiencing mental health crises with referrals to approved non-VA mental health care providers.</p><p>The VA must&nbsp;report on the implementation, outcomes, and effectiveness of the pilot program.</p>","['Commemorations', 'Transportation and Public Works', 'Crime and Law Enforcement']","<p><strong>Veterans Mental Health Crisis Referral Enhancement Act of 2025</strong></p><p>This bill requires the Department of Veterans Affairs (VA) to implement a three-year pilot program under which Vet Centers and VA medical facilities provide veterans who are experiencing mental health crises with referrals to approved non-VA mental health care providers.</p><p>The VA must&nbsp;report on the implementation, outcomes, and effectiveness of the pilot program.</p>"
119,House Bill,130,id119hr130,HOUSE,HOUSE,1/3/2025,2/18/2025,Trust the Science Act,1/3/2025,Introduced in House,"<p><b>Trust the Science Act</b></p> <p>This bill directs the Department of the Interior to remove protections for the gray wolf under the Endangered Species Act of 1973 (ESA). Specifically, the bill requires Interior to reissue the final rule titled <i>Endangered and Threatened Wildlife and Plants; Removing the Gray Wolf (Canis lupus) From the List of Endangered and Threatened Wildlife</i> and published on November 3, 2020.</p> <p>The rule removed the gray wolf in the lower 48 United States, except for the Mexican wolf (<em>C. l. baileyi</em>) subspecies, from the endangered and threatened species list. However, the U.S. District Court for the Northern District of California vacated the rule on February 10, 2022. As a result, the gray wolf reattained the protection status it had prior to the rule's promulgation. </p> <p>The bill also prohibits the reissuance of the rule from being subject to judicial review.</p>","['Environmental Protection', 'Animals', 'Crime and Law Enforcement']","<p><b>Trust the Science Act</b></p> <p>This bill directs the Department of the Interior to remove protections for the gray wolf under the Endangered Species Act of 1973 (ESA). Specifically, the bill requires Interior to reissue the final rule titled <i>Endangered and Threatened Wildlife and Plants; Removing the Gray Wolf (Canis lupus) From the List of Endangered and Threatened Wildlife</i> and published on November 3, 2020.</p> <p>The rule removed the gray wolf in the lower 48 United States,"
119,House Bill,130,id119hr130,HOUSE,HOUSE,1/3/2025,2/18/2025,Trust the Science Act,1/3/2025,Introduced in House,"<p><b>Trust the Science Act</b></p> <p>This bill directs the Department of the Interior to remove protections for the gray wolf under the Endangered Species Act of 1973 (ESA). Specifically, the bill requires Interior to reissue the final rule titled <i>Endangered and Threatened Wildlife and Plants; Removing the Gray Wolf (Canis lupus) From the List of Endangered and Threatened Wildlife</i> and published on November 3, 2020.</p> <p>The rule removed the gray wolf in the lower 48 United States, except for the Mexican wolf (<em>C. l. baileyi</em>) subspecies, from the endangered and threatened species list. However, the U.S. District Court for the Northern District of California vacated the rule on February 10, 2022. As a result, the gray wolf reattained the protection status it had prior to the rule's promulgation. </p> <p>The bill also prohibits the reissuance of the rule from being subject to judicial review.</p>","['Environmental Protection', 'Animals', 'Crime and Law Enforcement']","the gray wolf in the lower 48 United States, except for the Mexican wolf (<em>C. l. baileyi</em>) subspecies, from the endangered and threatened species list. However, the U.S. District Court for the Northern District of California vacated the rule on February 10, 2022. As a result, the gray wolf reattained the protection status it had prior to the rule's promulgation. </p> <p>The bill also prohibits the reissuance of the rule from being subject to judicial review.</p>"
119,House Bill,131,id119hr131,HOUSE,HOUSE,1/3/2025,2/12/2025,Finish the Arkansas Valley Conduit Act,1/3/2025,Introduced in House,"<p><strong>Finish the Arkansas Valley Conduit Act</strong></p><p>This bill reduces payments that communities within the Arkansas River Valley must pay to the Bureau of Reclamation for the construction of the Arkansas Valley Conduit, a pipeline in Colorado for delivering water from the Pueblo Reservoir to such communities. Specifically, it removes interest payments and extends the repayment period to 100 years.</p>","['Water Resources Development', 'Transportation and Public Works', 'Environmental Protection']","<p><strong>Finish the Arkansas Valley Conduit Act</strong></p><p>This bill reduces payments that communities within the Arkansas River Valley must pay to the Bureau of Reclamation for the construction of the Arkansas Valley Conduit, a pipeline in Colorado for delivering water from the Pueblo Reservoir to such communities. Specifically, it removes interest payments and extends the repayment period to 100 years.</p>"
